id,date,politicianId,party,leaning,emi_w2vparliament
ID1818316200,2016-07-07,11004261.0,SPD,middle,3.571963
ID1818312800,2016-07-07,11003578.0,Alliance 90/The Greens,middle,0.593088
ID1818315900,2016-07-07,11003888.0,Alliance 90/The Greens,middle,1.041396
ID1818308900,2016-07-07,11004382.0,CDU/CSU,middle,0.907105
ID1818300200,2016-07-07,11004183.0,The Left Party,left,-2.704608
ID1818308700,2016-07-07,11004018.0,CDU/CSU,middle,-0.31562
ID1818307700,2016-07-07,11004053.0,The Left Party,left,2.107329
ID1818305800,2016-07-07,11004336.0,CDU/CSU,middle,-0.143901
ID1818302000,2016-07-07,11004304.0,CDU/CSU,middle,0.041425
ID1818306200,2016-07-07,11003756.0,Alliance 90/The Greens,middle,2.667337
ID1818400500,2016-07-08,11004393.0,SPD,middle,0.96403
ID1818404700,2016-07-08,11004114.0,The Left Party,left,0.400893
ID1818405800,2016-07-08,11004389.0,SPD,middle,1.372466
ID1818401100,2016-07-08,11003602.0,CDU/CSU,middle,-0.273996
ID1818502900,2016-09-06,11004018.0,CDU/CSU,middle,-0.400976
ID1818504800,2016-09-06,11004053.0,The Left Party,left,1.896284
ID1818505000,2016-09-06,11003756.0,Alliance 90/The Greens,middle,1.435843
ID1818704200,2016-09-08,11004298.0,CDU/CSU,middle,0.24122
ID1818702100,2016-09-08,11003602.0,CDU/CSU,middle,-0.149487
ID1818705100,2016-09-08,11004393.0,SPD,middle,0.46521
ID1818703200,2016-09-08,11003578.0,Alliance 90/The Greens,middle,-0.235772
ID1818803600,2016-09-09,11004382.0,CDU/CSU,middle,-0.4741
ID1818903000,2016-09-21,11003578.0,Alliance 90/The Greens,middle,0.846462
ID1818903800,2016-09-21,11003888.0,Alliance 90/The Greens,middle,1.548821
ID1818901000,2016-09-21,11003786.0,The Left Party,left,0.633455
ID1818900600,2016-09-21,11003888.0,Alliance 90/The Greens,middle,-0.002209
ID1818906200,2016-09-21,11004114.0,The Left Party,left,-0.354789
ID1818904000,2016-09-21,11003786.0,The Left Party,left,0.67413
ID1818903600,2016-09-21,11003786.0,The Left Party,left,1.925765
ID1819007400,2016-09-22,11003888.0,Alliance 90/The Greens,middle,1.255426
ID1819016500,2016-09-22,11004304.0,CDU/CSU,middle,0.978
ID1819022600,2016-09-22,11004304.0,CDU/CSU,middle,3.342629
ID1819021000,2016-09-22,11003756.0,Alliance 90/The Greens,middle,1.343303
ID1819009800,2016-09-22,11003756.0,Alliance 90/The Greens,middle,1.974921
ID1819001300,2016-09-22,11004183.0,The Left Party,left,-0.273835
ID1819102300,2016-09-23,11004454.0,The Left Party,left,-0.313199
ID1819306900,2016-09-29,11004261.0,SPD,middle,-0.430504
ID1819302700,2016-09-29,11004389.0,SPD,middle,0.01902
ID1819302600,2016-09-29,11003578.0,Alliance 90/The Greens,middle,0.036429
ID1819308900,2016-09-29,11004053.0,The Left Party,left,2.273941
ID1819306300,2016-09-29,11004304.0,CDU/CSU,middle,1.645541
ID1819501400,2016-10-19,11004053.0,The Left Party,left,1.619507
ID1819501000,2016-10-19,11003756.0,Alliance 90/The Greens,middle,1.757565
ID1819502600,2016-10-19,11004053.0,The Left Party,left,2.733453
ID1819612400,2016-10-20,11004304.0,CDU/CSU,middle,0.085576
ID1819606200,2016-10-20,11004053.0,The Left Party,left,0.289208
ID1819601400,2016-10-20,11003602.0,CDU/CSU,middle,-0.455739
ID1819605800,2016-10-20,11003756.0,Alliance 90/The Greens,middle,1.036719
ID1819616900,2016-10-20,11004304.0,CDU/CSU,middle,1.90753
ID1819609400,2016-10-20,11004053.0,The Left Party,left,1.07358
ID1819706100,2016-10-21,11004393.0,SPD,middle,1.204864
ID1819704700,2016-10-21,11003888.0,Alliance 90/The Greens,middle,1.417857
ID1819702900,2016-10-21,11003786.0,The Left Party,left,0.140903
ID1819702400,2016-10-21,11003578.0,Alliance 90/The Greens,middle,0.017649
ID1819702200,2016-10-21,11003578.0,Alliance 90/The Greens,middle,1.018379
ID1819704500,2016-10-21,11003786.0,The Left Party,left,-0.421294
ID1819702300,2016-10-21,11004389.0,SPD,middle,0.546282
ID1819701700,2016-10-21,11004389.0,SPD,middle,1.597018
ID1819801400,2016-11-09,11004261.0,SPD,middle,3.915724
ID1819800100,2016-11-09,11003602.0,CDU/CSU,middle,2.472356
ID1819908700,2016-11-10,11004114.0,The Left Party,left,-0.824136
ID1819906800,2016-11-10,11003578.0,Alliance 90/The Greens,middle,0.615631
ID1819910800,2016-11-10,11004304.0,CDU/CSU,middle,-1.185409
ID1819915100,2016-11-10,11004304.0,CDU/CSU,middle,1.448895
ID1819907300,2016-11-10,11004389.0,SPD,middle,0.552109
ID1819901400,2016-11-10,11004114.0,The Left Party,left,-1.769857
ID1819908400,2016-11-10,11003888.0,Alliance 90/The Greens,middle,-0.262492
ID1819919600,2016-11-10,11003756.0,Alliance 90/The Greens,middle,1.961884
ID1819919900,2016-11-10,11004393.0,SPD,middle,2.608982
ID1820003200,2016-11-11,11003888.0,Alliance 90/The Greens,middle,0.093476
ID1820001100,2016-11-11,11004053.0,The Left Party,left,1.994683
ID1820103300,2016-11-22,11004018.0,CDU/CSU,middle,0.04583
ID1820106000,2016-11-22,11003602.0,CDU/CSU,middle,-0.433572
ID1820200100,2016-11-23,11004183.0,The Left Party,left,-0.0
ID1820205500,2016-11-23,11004114.0,The Left Party,left,-1.238245
ID1820204700,2016-11-23,11004114.0,The Left Party,left,-1.062236
ID1820304800,2016-11-24,11004298.0,CDU/CSU,middle,-0.076713
ID1820303900,2016-11-24,11003578.0,Alliance 90/The Greens,middle,-0.510983
ID1820302500,2016-11-24,11003756.0,Alliance 90/The Greens,middle,1.117388
ID1820402500,2016-11-25,11004018.0,CDU/CSU,middle,0.035512
ID1820402300,2016-11-25,11004382.0,CDU/CSU,middle,1.04254
ID1820602900,2016-12-01,11003578.0,Alliance 90/The Greens,middle,-0.100236
ID1820608300,2016-12-01,11004304.0,CDU/CSU,middle,-0.601768
ID1820610600,2016-12-01,11004304.0,CDU/CSU,middle,0.228124
ID1820608600,2016-12-01,11004393.0,SPD,middle,0.891249
ID1820603200,2016-12-01,11004389.0,SPD,middle,-0.377176
ID1820605900,2016-12-01,11003786.0,The Left Party,left,-0.082197
